"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AU3","AU4","AW1","AW2","AW3","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GE1","GF1","MA1","MV1","MW1","MW2","MW3","MW4","OC1","REM","EQD"
"72243612906","2024-01-01T11:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","360,5,N,0015,5","00244,5,M,N","003219,5,N,5","+0170,C","+0170,C","99999,9",,,,,,"2,0,02,0,0,1,5","0,0,00,1,0,1,5",,,"10,5","62,5",,"07,5,+00244,5,99,9","08,5,+00396,5,99,9",,"3,99,1,+00244,5,9","4,99,1,+00396,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9","10193,5,10181,5",,"10,1","63,1","65,5",,,"MET08401/01/24 05:54:02 METAR KEFD 011154Z 36003KT 2SM RA BR BKN008 OVC013 17/17 A3010 RMK","R01    177TMP046R02    177DPT046"
"72243612906","2024-01-01T12:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","340,5,N,0015,5","00244,5,M,N","004023,5,N,5","+0170,C","+0160,C","99999,9",,,,,,"2,0,02,0,0,1,5","0,0,00,1,0,1,5",,,"10,5","62,5",,"07,5,+00244,5,99,9","07,5,+00823,5,99,9",,"3,99,1,+00244,5,9","3,99,1,+00823,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00244,1,99,9,99,9","10207,5,10194,5",,"10,1","63,1","65,5",,,"MET08801/01/24 06:54:02 METAR KEFD 011254Z 34003KT 2 1/2SM RA BR BKN008 BKN027 17/16 A3014 RMK","R01    177TMP046R02    167DPT046"
"72243612906","2024-01-01T13:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","310,5,N,0062,5","00244,5,M,N","999999,9,N,5","+0170,C","+0160,C","99999,9",,,,,,"0,0,00,0,0,1,7",,,,,,,"07,5,+00244,5,99,9","08,5,+00579,5,99,9",,"3,99,1,+00244,5,9","4,99,1,+00579,5,9",,,,,"10220,5,10208,5",,"10,5","63,5",,,"0103,5","MET08801/01/24 07:54:02 METAR KEFD 011354Z 31012G20KT 2 SM RA BR BKN008 OVC019 17/16 A3018 RMK","R01    177TMP046R02    167DPT046R032 SM R7AWW013D01      0ADE735"
"72243612906","2024-01-01T14:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","020,5,N,0062,5","00335,5,M,N","004023,5,N,5","+0160,C","+0150,C","99999,9",,,,,,"0,0,00,1,0,1,5",,,,"10,5",,,"07,5,+00335,5,99,9","07,5,+00792,5,99,9",,"3,99,1,+00335,5,9","3,99,1,+00792,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00335,1,99,9,99,9","10227,5,10215,5",,"10,1",,,,,"MET08501/01/24 08:54:02 METAR KEFD 011454Z 02012KT 2 1/2SM BR BKN011 BKN026 16/15 A3020 RMK","R01    167TMP046R02    157DPT046"
"72243612906","2024-01-01T15:25:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","020,5,N,0041,5","00427,5,M,N","004828,5,N,5","+0160,5","+0150,5","99999,9",,,,,,"0,0,00,1,0,1,5",,,,"10,5",,,"07,5,+00427,5,99,9","07,5,+00549,5,99,9","07,5,+00701,5,99,9","3,99,1,+00427,5,9","3,99,1,+00549,5,9","3,99,1,+00701,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9","10234,5,10222,5",,"10,1",,,,,"MET08801/01/24 09:25:02 METAR KEFD 011525Z 02008KT 3SM BR BKN014 BKN018 BKN023 16/15 A3022 RMK",
"72243612906","2024-01-01T15:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","030,5,N,0041,5","00640,5,M,N","008047,5,N,5","+0160,C","+0150,C","99999,9",,,,,,"0,0,00,1,0,1,5",,,,"10,5",,,"07,5,+00640,5,99,9","07,5,+00914,5,99,9",,"3,99,1,+00640,5,9","3,99,1,+00914,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00640,1,99,9,99,9","10237,5,10225,5",,"10,1",,,,,"MET08101/01/24 09:54:02 METAR KEFD 011554Z 03008KT 5SM BR BKN021 BKN030 16/15 A3023 RMK","R01    167TMP046R02    157DPT046"
"72243612906","2024-01-01T16:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","350,5,N,0051,5","00792,5,M,N","009656,5,N,5","+0170,C","+0140,C","99999,9",,,,,,"0,0,00,7,0,1,5",,,,,,,"04,5,+00457,5,99,9","07,5,+00792,5,99,9",,"2,99,1,+00457,5,9","3,99,1,+00792,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","10240,5,10228,5",,"05,5",,,,,"MET08101/01/24 10:54:02 METAR KEFD 011654Z 35010KT 6SM HZ SCT015 BKN026 17/14 A3024 RMK","R01    177TMP046R02    147DPT046"
"72243612906","2024-01-01T17:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","330,5,N,0046,5","00671,5,M,N","011265,5,N,5","+0170,C","+0130,C","99999,9",,,,,,"0,0,00,7,0,1,5",,,,,,,"04,5,+00366,5,99,9","07,5,+00671,5,99,9",,"2,99,1,+00366,5,9","3,99,1,+00671,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00366,1,99,9,99,9","10240,5,10228,5",,"05,5",,,,,"MET08101/01/24 11:54:02 METAR KEFD 011754Z 33009KT 7SM HZ SCT012 BKN022 17/13 A3024 RMK","R01    177TMP046R02    137DPT046"
"72243612906","2024-01-01T18:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","340,5,N,0051,5","00732,5,M,N","012875,5,N,5","+0180,C","+0120,C","99999,9",,,,,,,,,,,,,"08,5,+00732,5,99,9",,,"4,99,1,+00732,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00732,1,99,9,99,9","10230,5,10218,5",,,,,,,"MET07101/01/24 12:54:02 METAR KEFD 011854Z 34010KT 8SM OVC024 18/12 A3021 RMK","R01    187TMP046R02    127DPT046"
"72243612906","2024-01-01T19:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","340,5,N,0057,5","00701,5,M,N","012875,5,N,5","+0180,C","+0110,C","99999,9",,,,,,,,,,,,,"07,5,+00701,5,99,9",,,"3,99,1,+00701,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10227,5,10215,5",,,,,,,"MET07101/01/24 13:54:02 METAR KEFD 011954Z 34011KT 8SM BKN023 18/11 A3020 RMK","R01    187TMP046R02    117DPT046"
"72243612906","2024-01-01T20:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","010,5,N,0041,5","00701,5,M,N","012875,5,N,5","+0170,C","+0100,C","99999,9",,,,,,,,,,,,,"07,5,+00701,5,99,9",,,"3,99,1,+00701,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10230,5,10218,5",,,,,,,"MET07101/01/24 14:54:02 METAR KEFD 012054Z 01008KT 8SM BKN023 17/10 A3021 RMK","R01    177TMP046R02    107DPT046"
"72243612906","2024-01-01T21:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","020,5,N,0051,5","00762,5,M,N","012875,5,N,5","+0170,C","+0100,C","99999,9",,,,,,,,,,,,,"07,5,+00762,5,99,9",,,"3,99,1,+00762,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9","10234,5,10222,5",,,,,,,"MET07101/01/24 15:54:02 METAR KEFD 012154Z 02010KT 8SM BKN025 17/10 A3022 RMK","R01    177TMP046R02    107DPT046"
"72243612906","2024-01-01T22:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","010,5,N,0041,5","00762,5,M,N","012875,5,N,5","+0160,C","+0100,C","99999,9",,,,,,,,,,,,,"07,5,+00762,5,99,9",,,"3,99,1,+00762,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9","10237,5,10225,5",,,,,,"0067,7","MET07401/01/24 16:54:02 METAR KEFD 012254Z 01008G13KT 8SM BKN025 16/10 A3023 RMK","R01    167TMP046R02    107DPT046R03 G13KT7OCW039"
"72243612906","2024-01-01T23:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","010,5,N,0046,5","00762,5,M,N","012875,5,N,5","+0140,C","+0080,C","99999,9",,,,,,,,,,,,,"08,5,+00762,5,99,9",,,"4,99,1,+00762,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9","10244,5,10232,5",,,,,,,"MET07101/01/24 17:54:02 METAR KEFD 012354Z 01009KT 8SM OVC025 14/08 A3025 RMK","R01    147TMP046R02    087DPT046"
"72243612906","2024-01-02T00:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","360,5,N,0036,5","00762,5,M,N","016093,5,N,5","+0130,C","+0080,C","99999,9",,,,,,,,,,,,,"07,5,+00762,5,99,9",,,"3,99,1,+00762,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9","10247,5,10235,5",,,,,,,"MET07201/01/24 18:54:01 METAR KEFD 020054Z 36007KT 10SM BKN025 13/08 A3026 RMK","R01    137TMP046R02    087DPT046"
"72243612906","2024-01-02T01:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","010,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0120,C","+0080,C","99999,9",,,,,,,,,,,,,"04,5,+00762,5,99,9",,,"2,99,1,+00762,5,9",,,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00762,1,99,9,99,9","10251,5,10238,5",,,,,,,"MET07201/01/24 19:54:01 METAR KEFD 020154Z 01004KT 10SM SCT025 12/08 A3027 RMK","R01    127TMP046R02    087DPT046D01      0ADE726"
"72243612906","2024-01-02T02:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0120,C","+0070,C","99999,9",,,,,,,,,,,,,"04,5,+00762,5,99,9",,,"2,99,1,+00762,5,9",,,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00762,1,99,9,99,9","10254,5,10242,5",,,,,,,"MET07201/01/24 20:54:01 METAR KEFD 020254Z 04007KT 10SM SCT025 12/07 A3028 RMK","R01    127TMP046R02    077DPT046D01      0ADE726"
"72243612906","2024-01-02T03:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0110,C","+0050,C","99999,9",,,,,,,,,,,,,"04,5,+00884,5,99,9",,,"2,99,1,+00884,5,9",,,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00884,1,99,9,99,9","10251,5,10238,5",,,,,,,"MET07201/01/24 21:54:01 METAR KEFD 020354Z 04007KT 10SM SCT029 11/05 A3027 RMK","R01    117TMP046R02    057DPT046D01      0ADE726"
"72243612906","2024-01-02T04:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0100,C","+0040,C","99999,9",,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10251,5,10238,5",,,,,,,"MET06901/01/24 22:54:02 METAR KEFD 020454Z 04007KT 10SM CLR 10/04 A3027 RMK","R01    107TMP046R02    047DPT046"
"72243612906","2024-01-02T05:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0100,C","+0040,C","99999,9",,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10251,5,10238,5",,,,,,,"MET06901/01/24 23:54:02 METAR KEFD 020554Z 04008KT 10SM CLR 10/04 A3027 RMK","R01    107TMP046R02    047DPT046"
"72243612906","2024-01-02T05:59:00","O","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","SOD  ","KEFD ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","AU,16,RA  ,5","AU,13,BR  ,5","AU,08,HZ  ,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72243612906","2024-01-02T06:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0080,C","+0040,C","99999,9",,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10251,5,10238,5",,,,,,,"MET06901/02/24 00:54:02 METAR KEFD 020654Z 04005KT 10SM CLR 08/04 A3027 RMK","R01    087TMP046R02    047DPT046"
"72243612906","2024-01-02T07:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0080,C","+0030,C","99999,9",,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10244,5,10232,5",,,,,,,"MET06901/02/24 01:54:02 METAR KEFD 020754Z 04005KT 10SM CLR 08/03 A3025 RMK","R01    087TMP046R02    037DPT046"
"72243612906","2024-01-02T09:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0070,C","+0030,C","99999,9",,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10247,5,10235,5",,,,,,,"MET06901/02/24 03:54:02 METAR KEFD 020954Z 04009KT 10SM CLR 07/03 A3026 RMK","R01    077TMP046R02    037DPT046"
"72243612906","2024-01-02T10:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","030,5,N,0031,5","00579,5,M,N","016093,5,N,5","+0060,C","+0020,C","99999,9",,,,,,,,,,,,,"07,5,+00579,5,99,9",,,"3,99,1,+00579,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9","10251,5,10238,5",,,,,,,"MET07201/02/24 04:54:02 METAR KEFD 021054Z 03006KT 10SM BKN019 06/02 A3027 RMK","R01    067TMP046R02    027DPT046"
"72243612906","2024-01-02T11:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","050,5,N,0031,5","00488,5,M,N","016093,5,N,5","+0070,C","+0030,C","99999,9",,,,,,,,,,,,,"07,5,+00488,5,99,9",,,"3,99,1,+00488,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9","10251,5,10238,5",,,,,,,"MET07201/02/24 05:54:02 METAR KEFD 021154Z 05006KT 10SM BKN016 07/03 A3027 RMK","R01    077TMP046R02    037DPT046"
"72243612906","2024-01-02T12:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","050,5,N,0031,5","00457,5,M,N","016093,5,N,5","+0070,C","+0020,C","99999,9",,,,,,,,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","10251,5,10238,5",,,,,,,"MET07201/02/24 06:54:02 METAR KEFD 021254Z 05006KT 10SM OVC015 07/02 A3027 RMK","R01    077TMP046R02    027DPT046"
"72243612906","2024-01-02T13:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0046,5","00457,5,M,N","016093,5,N,5","+0070,C","+0030,C","99999,9",,,,,,,,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","10251,5,10238,5",,,,,,,"MET07201/02/24 07:54:02 METAR KEFD 021354Z 04009KT 10SM OVC015 07/03 A3027 RMK","R01    077TMP046R02    037DPT046"
"72243612906","2024-01-02T16:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","060,5,N,0062,5","00610,5,M,N","016093,5,N,5","+0100,C","+0040,C","99999,9",,,,,,,,,,,,,"07,5,+00610,5,99,9",,,"3,99,1,+00610,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00610,1,99,9,99,9","10251,5,10238,5",,,,,,"0088,5","MET07501/02/24 10:54:02 METAR KEFD 021654Z 06012G17KT 10SM BKN020 10/04 A3027 RMK","R01    107TMP046R02    047DPT046"
"72243612906","2024-01-02T17:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","050,5,N,0057,5","00518,5,M,N","016093,5,N,5","+0100,C","+0050,C","99999,9",,,,,,,,,,,,,"07,5,+00518,5,99,9",,,"3,99,1,+00518,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9","10240,5,10228,5",,,,,,,"MET07201/02/24 11:54:02 METAR KEFD 021754Z 05011KT 10SM BKN017 10/05 A3024 RMK","R01    107TMP046R02    057DPT046"
"72243612906","2024-01-02T18:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","040,5,N,0041,5","00488,5,M,N","016093,5,N,5","+0100,C","+0050,C","99999,9",,,,,,,,,,,,,"08,5,+00488,5,99,9",,,"4,99,1,+00488,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9","10227,5,10215,5",,,,,,,"MET07201/02/24 12:54:02 METAR KEFD 021854Z 04008KT 10SM OVC016 10/05 A3020 RMK","R01    107TMP046R02    057DPT046"
"72243612906","2024-01-02T19:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","070,5,N,0041,5","00488,5,M,N","016093,5,N,5","+0110,C","+0060,C","99999,9",,,,,,,,,,,,,"08,5,+00488,5,99,9",,,"4,99,1,+00488,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9","10213,5,10201,5",,,,,,,"MET07201/02/24 13:54:02 METAR KEFD 021954Z 07008KT 10SM OVC016 11/06 A3016 RMK","R01    117TMP046R02    067DPT046"
"72243612906","2024-01-02T20:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","070,5,N,0041,5","00457,5,M,N","016093,5,N,5","+0110,C","+0060,C","99999,9",,,,,,,,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","10203,5,10191,5",,,,,,,"MET07201/02/24 14:54:02 METAR KEFD 022054Z 07008KT 10SM OVC015 11/06 A3013 RMK","R01    117TMP046R02    067DPT046"
"72243612906","2024-01-02T21:54:00","7","29.61667","-95.16667","9.8","HOUSTON ELLINGTON AFB, TX US","FM-15","KEFD ","V020","090,5,N,0051,5","00457,5,M,N","016093,5,N,5","+0120,C","+0070,C","99999,9",,,,,,,,,,,,,"08,5,+00457,5,99,9",,,"4,99,1,+00457,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9","10196,5,10184,5",,,,,,,"MET07201/02/24 15:54:02 METAR KEFD 022154Z 09010KT 10SM OVC015 12/07 A3011 RMK","R01    127TMP046R02    077DPT046"
